word_id,link_index,target_identifier,target_type,target_id
149a3e48-c4aa-4e05-8b47-4a0c107b4888,5,economical,word,34a7763e-927e-4409-82b4-b75c55f44f26
149a3e48-c4aa-4e05-8b47-4a0c107b4888,6,economy,word,6ccd24f7-ab9a-4722-911f-583315e1071a
149a3e48-c4aa-4e05-8b47-4a0c107b4888,7,eco-根,root,eb34add7-d7fd-42da-b1b5-afd423d3df8a
149a3e48-c4aa-4e05-8b47-4a0c107b4888,8,nom,root,4bb11e5f-13e5-4188-8ca3-ee99300020f4
149a3e48-c4aa-4e05-8b47-4a0c107b4888,9,economic,word,149a3e48-c4aa-4e05-8b47-4a0c107b4888
149a3e48-c4aa-4e05-8b47-4a0c107b4888,10,-ic,suffix,f67d1559-f000-48f8-98c0-3feac850d691
6ccd24f7-ab9a-4722-911f-583315e1071a,1,economic,word,149a3e48-c4aa-4e05-8b47-4a0c107b4888
6ccd24f7-ab9a-4722-911f-583315e1071a,2,-y,suffix,8c6901c3-02e7-4be7-bd00-705f4f9f6f8c
6ccd24f7-ab9a-4722-911f-583315e1071a,3,eco-根,root,eb34add7-d7fd-42da-b1b5-afd423d3df8a
6ccd24f7-ab9a-4722-911f-583315e1071a,4,nom,root,4bb11e5f-13e5-4188-8ca3-ee99300020f4
6ccd24f7-ab9a-4722-911f-583315e1071a,5,-nomy,suffix,42a070ac-dac7-49c9-b421-e6864126b2d8
5bde7089-ec23-447e-9c99-0afd1c68a366,1,is-根,root,b5f8b60c-3a72-42b7-b3d5-883ac24cbdb4
5bde7089-ec23-447e-9c99-0afd1c68a366,2,sue-根,root,09cc89ee-cc61-4c47-b60b-1b375383b4c7
5bde7089-ec23-447e-9c99-0afd1c68a366,3,issue,word,5bde7089-ec23-447e-9c99-0afd1c68a366
5bde7089-ec23-447e-9c99-0afd1c68a366,4,question,word,a9061134-fa96-4701-83b2-a2b40e1fa455
5bde7089-ec23-447e-9c99-0afd1c68a366,5,problem,word,6cf2668e-101a-4f7a-a287-eb07614fea0b
b04b2bfd-c811-4daf-975f-2558361f4aac,1,en-,prefix,de761270-a58d-4822-8a24-110b2521fb24
b04b2bfd-c811-4daf-975f-2558361f4aac,2,court,word,7f36b380-6dc9-46e4-b5ee-c90ab3b911a2
b04b2bfd-c811-4daf-975f-2558361f4aac,3,-age,suffix,cead45cd-6f81-4971-b07a-aa236aca3af5
b04b2bfd-c811-4daf-975f-2558361f4aac,4,en-,prefix,de761270-a58d-4822-8a24-110b2521fb24
b04b2bfd-c811-4daf-975f-2558361f4aac,5,cour,root,bb44b140-c5fb-4dc6-afed-66b979b92820
b04b2bfd-c811-4daf-975f-2558361f4aac,6,-age,suffix,cead45cd-6f81-4971-b07a-aa236aca3af5
b04b2bfd-c811-4daf-975f-2558361f4aac,7,encouragement,word,9ce1db83-5de1-4c0b-9753-bed99a4351f2
b04b2bfd-c811-4daf-975f-2558361f4aac,8,encouraging,word,d6468400-fceb-4bb4-b7cf-a64d800da7b2
b04b2bfd-c811-4daf-975f-2558361f4aac,9,en-,prefix,de761270-a58d-4822-8a24-110b2521fb24
b04b2bfd-c811-4daf-975f-2558361f4aac,10,cour,root,bb44b140-c5fb-4dc6-afed-66b979b92820
b04b2bfd-c811-4daf-975f-2558361f4aac,11,encourage,word,b04b2bfd-c811-4daf-975f-2558361f4aac
b04b2bfd-c811-4daf-975f-2558361f4aac,12,-age,suffix,cead45cd-6f81-4971-b07a-aa236aca3af5
56d684a4-53dd-4d2f-a4aa-e62dc06fbda6,1,pass-根,root,dba2a029-98fa-431b-96ed-7b9553c4e8ea
56d684a4-53dd-4d2f-a4aa-e62dc06fbda6,2,pass-根,root,dba2a029-98fa-431b-96ed-7b9553c4e8ea
56d684a4-53dd-4d2f-a4aa-e62dc06fbda6,3,pass,word,56d684a4-53dd-4d2f-a4aa-e62dc06fbda6
ee509035-52e2-42d5-af8e-44cab931c3df,1,pass,word,56d684a4-53dd-4d2f-a4aa-e62dc06fbda6
ee509035-52e2-42d5-af8e-44cab931c3df,2,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
ee509035-52e2-42d5-af8e-44cab931c3df,3,pass-根,root,dba2a029-98fa-431b-96ed-7b9553c4e8ea
ee509035-52e2-42d5-af8e-44cab931c3df,4,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
ee509035-52e2-42d5-af8e-44cab931c3df,5,pass-根,root,dba2a029-98fa-431b-96ed-7b9553c4e8ea
ee509035-52e2-42d5-af8e-44cab931c3df,6,passive,word,ee509035-52e2-42d5-af8e-44cab931c3df
ee509035-52e2-42d5-af8e-44cab931c3df,7,-ive,suffix,b8f5ae03-4bef-496f-a91e-b33afb326629
a8e68251-3a7c-45d0-9f57-a60c3f700b6e,1,far-基,base,3ef255f2-9791-4ddd-a50f-459220a64356
0c1fa019-18fa-4762-89b3-7b2fb49ff7ef,1,far,word,a8e68251-3a7c-45d0-9f57-a60c3f700b6e
0c1fa019-18fa-4762-89b3-7b2fb49ff7ef,2,far-基,base,3ef255f2-9791-4ddd-a50f-459220a64356
0c1fa019-18fa-4762-89b3-7b2fb49ff7ef,3,-th,suffix,3afce86b-90e0-43dd-9ffa-9f7bd9f24ce8
0c1fa019-18fa-4762-89b3-7b2fb49ff7ef,4,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
1b28da07-c470-4d29-8814-43f2774a878a,1,firm-根,root,052cde35-de56-4ef2-9a0f-88317ef216b0
1b28da07-c470-4d29-8814-43f2774a878a,2,firm-根,root,052cde35-de56-4ef2-9a0f-88317ef216b0
1b28da07-c470-4d29-8814-43f2774a878a,3,firm,word,1b28da07-c470-4d29-8814-43f2774a878a
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,1,im-,prefix,59011590-c7ce-446a-bdff-06ab88384fec
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,2,-ct,suffix,e23d3add-b491-4f49-864c-addcb4f83d03
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,3,im-,prefix,59011590-c7ce-446a-bdff-06ab88384fec
226e03a3-dcd5-4f9d-ae27-b04fc5517ab2,4,pact-根,root,6cecbab1-06a0-4e87-863c-6740fd358a79
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,1,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,2,firm,word,1b28da07-c470-4d29-8814-43f2774a878a
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,3,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,4,firm-根,root,052cde35-de56-4ef2-9a0f-88317ef216b0
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,5,confirmation,word,14df7eab-bb2d-4185-9580-f47a7232ac22
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,6,confirmed,word,991574f6-e384-46b8-afec-a1d5bd920850
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,7,confirm,word,f992f7ec-dad8-4ef6-9310-fb48bf3c3735
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,8,guarantee,word,e50c0ac8-e75f-4434-85b9-703d89759541
f992f7ec-dad8-4ef6-9310-fb48bf3c3735,9,ensure,word,832425ce-749d-40cd-9af3-deb8ddc36ee0
4669a8db-7946-4e94-ac7f-ae26b740a5e9,1,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
4669a8db-7946-4e94-ac7f-ae26b740a5e9,2,weath,root,b2050122-1cd8-41fe-8d78-eb463b84b2ac
4669a8db-7946-4e94-ac7f-ae26b740a5e9,3,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
4669a8db-7946-4e94-ac7f-ae26b740a5e9,4,weath,root,b2050122-1cd8-41fe-8d78-eb463b84b2ac
4669a8db-7946-4e94-ac7f-ae26b740a5e9,5,weather,word,4669a8db-7946-4e94-ac7f-ae26b740a5e9
4669a8db-7946-4e94-ac7f-ae26b740a5e9,6,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,1,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,2,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,3,sum-根,root,37d4058c-9ffb-4ba2-add5-2bf644bee218
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,4,-e,suffix,e45da611-1fec-4f56-a8a1-0196540d73f8
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,5,consumer,word,f4ba8625-46be-47f9-ba0c-db387f938c67
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,6,consumption,word,053b527c-20ca-460c-b950-91803c785614
e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce,7,consuming,word,6d81e80b-03a2-47d2-8b7d-53c2b1f0a331
f4ba8625-46be-47f9-ba0c-db387f938c67,1,consume,word,e6ada86c-cdcf-4b63-bbeb-093b0ca9f2ce
f4ba8625-46be-47f9-ba0c-db387f938c67,2,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
f4ba8625-46be-47f9-ba0c-db387f938c67,3,con-,prefix,98e6651d-8b5e-462a-adb2-dc5da6edb65c
f4ba8625-46be-47f9-ba0c-db387f938c67,4,sum-根,root,37d4058c-9ffb-4ba2-add5-2bf644bee218
f4ba8625-46be-47f9-ba0c-db387f938c67,5,-er,suffix,22a3b447-d3cf-4d74-8e34-fadb7d2b0375
ca520c00-74a7-4609-975d-996331f58b31,1,-ent,suffix,6dbba9b1-db1e-48d4-9b44-ed45c271ee71
ca520c00-74a7-4609-975d-996331f58b31,2,dif-,prefix,345a6e34-8d7c-4e3c-bfb5-8501917b61f4
ca520c00-74a7-4609-975d-996331f58b31,3,fer,root,e77b83c9-083e-4db4-9c5e-d738b456757b
ca520c00-74a7-4609-975d-996331f58b31,4,-ent,suffix,6dbba9b1-db1e-48d4-9b44-ed45c271ee71
ca520c00-74a7-4609-975d-996331f58b31,5,differently,word,61c9e0ac-9296-4f66-bbff-69412a06c714
30b4d743-0169-4879-96e9-9482e229c6a3,1,way-基,base,83f6182e-aa92-4e20-a473-70f6b456db69
69701105-fe5a-4890-9c5e-cdf2d27fd130,1,us,word,16e6aa6c-87eb-46f3-a4c6-76c4180c04eb
69701105-fe5a-4890-9c5e-cdf2d27fd130,2,foc,root,9e6a1f42-f5de-4e95-837b-c3da4d93affe
69701105-fe5a-4890-9c5e-cdf2d27fd130,3,-us,suffix,c9403b0b-82c6-42ea-88fd-5f62c42cfbe6
69701105-fe5a-4890-9c5e-cdf2d27fd130,4,foc,root,9e6a1f42-f5de-4e95-837b-c3da4d93affe
69701105-fe5a-4890-9c5e-cdf2d27fd130,5,focus,word,69701105-fe5a-4890-9c5e-cdf2d27fd130
69701105-fe5a-4890-9c5e-cdf2d27fd130,6,-us,suffix,c9403b0b-82c6-42ea-88fd-5f62c42cfbe6
59519300-06d1-4e59-b262-af895315431f,1,plain-根,root,5bbcc30b-9ecb-4a09-8638-ea65a5401c2b
59519300-06d1-4e59-b262-af895315431f,2,plainly,word,0e62c009-1765-40b2-865d-49c0b59fc74c
59519300-06d1-4e59-b262-af895315431f,3,plain-根,root,5bbcc30b-9ecb-4a09-8638-ea65a5401c2b
59519300-06d1-4e59-b262-af895315431f,4,plain,word,59519300-06d1-4e59-b262-af895315431f
e5ac2120-27fe-42fe-832a-e9a332e4fc13,1,sur-,prefix,05de1e8c-3b6c-4324-9a9f-82ac03267b2d
e5ac2120-27fe-42fe-832a-e9a332e4fc13,2,round-基,base,39bcd143-a794-479e-a477-5e8c781ccd2e
e5ac2120-27fe-42fe-832a-e9a332e4fc13,3,-ing,suffix,d56e76f7-0ba9-4b1e-9eac-a1dbe8f8c79a
8ab9c302-698f-4983-982b-9cba3b580e39,1,surrounding,word,e5ac2120-27fe-42fe-832a-e9a332e4fc13
8ab9c302-698f-4983-982b-9cba3b580e39,2,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
8ab9c302-698f-4983-982b-9cba3b580e39,3,sur-,prefix,05de1e8c-3b6c-4324-9a9f-82ac03267b2d
8ab9c302-698f-4983-982b-9cba3b580e39,4,round-基,base,39bcd143-a794-479e-a477-5e8c781ccd2e
8ab9c302-698f-4983-982b-9cba3b580e39,5,-ing,suffix,d56e76f7-0ba9-4b1e-9eac-a1dbe8f8c79a
8ab9c302-698f-4983-982b-9cba3b580e39,6,-s,suffix,fa6eab22-d8bc-49ff-bf8f-f19761221b14
8ac583e5-333c-46b6-be4d-d67a967385b5,1,surrounding,word,e5ac2120-27fe-42fe-832a-e9a332e4fc13
8ac583e5-333c-46b6-be4d-d67a967385b5,2,sur-,prefix,05de1e8c-3b6c-4324-9a9f-82ac03267b2d
8ac583e5-333c-46b6-be4d-d67a967385b5,3,round-基,base,39bcd143-a794-479e-a477-5e8c781ccd2e
8ac583e5-333c-46b6-be4d-d67a967385b5,4,surrounding,word,e5ac2120-27fe-42fe-832a-e9a332e4fc13
8ac583e5-333c-46b6-be4d-d67a967385b5,5,surroundings,word,8ab9c302-698f-4983-982b-9cba3b580e39
06113a1b-9c64-4741-88c2-8d6f07fd5339,1,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
06113a1b-9c64-4741-88c2-8d6f07fd5339,2,spec-根,root,c1be958b-0077-40b1-aac8-6771b6760608
06113a1b-9c64-4741-88c2-8d6f07fd5339,3,-t,suffix,902260c2-0a41-46d9-8130-90955ee5437e
06113a1b-9c64-4741-88c2-8d6f07fd5339,4,respectful,word,8294469a-e205-4d16-871c-fe87c9a4a1e7
06113a1b-9c64-4741-88c2-8d6f07fd5339,5,respectable,word,f188c233-d0b7-4a29-a36e-ca04b31a4d29
06113a1b-9c64-4741-88c2-8d6f07fd5339,6,spec-根,root,c1be958b-0077-40b1-aac8-6771b6760608
06113a1b-9c64-4741-88c2-8d6f07fd5339,7,respect,word,06113a1b-9c64-4741-88c2-8d6f07fd5339
06113a1b-9c64-4741-88c2-8d6f07fd5339,8,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
06113a1b-9c64-4741-88c2-8d6f07fd5339,9,-t,suffix,902260c2-0a41-46d9-8130-90955ee5437e
8294469a-e205-4d16-871c-fe87c9a4a1e7,1,respect,word,06113a1b-9c64-4741-88c2-8d6f07fd5339
8294469a-e205-4d16-871c-fe87c9a4a1e7,2,-ful,suffix,3314001d-8655-4aca-85e6-6cb372335801
8294469a-e205-4d16-871c-fe87c9a4a1e7,3,re-,prefix,25c9c982-54cc-42c6-8d13-31b6232755b7
8294469a-e205-4d16-871c-fe87c9a4a1e7,4,spec-根,root,c1be958b-0077-40b1-aac8-6771b6760608
8294469a-e205-4d16-871c-fe87c9a4a1e7,5,-t,suffix,902260c2-0a41-46d9-8130-90955ee5437e
8294469a-e205-4d16-871c-fe87c9a4a1e7,6,-ful,suffix,3314001d-8655-4aca-85e6-6cb372335801
1931e56d-5daf-4fe8-837b-c1330df9b4c3,1,class,word,17759820-1b15-455c-82f2-dbab00f00ed5
1931e56d-5daf-4fe8-837b-c1330df9b4c3,2,mate,word,dd63b5fb-0630-4771-b9c8-61a65da20bde
1931e56d-5daf-4fe8-837b-c1330df9b4c3,3,class-根,root,d58c2747-b732-4063-80d0-cf4f43093010
1931e56d-5daf-4fe8-837b-c1330df9b4c3,4,mate-基,base,7710b2e9-a637-43b3-aae2-93b2b40fdd06
dd63b5fb-0630-4771-b9c8-61a65da20bde,1,mate-基,base,7710b2e9-a637-43b3-aae2-93b2b40fdd06
4b53b55f-3d7d-4824-8c78-e12ad3cee386,1,clim,root,d816aa85-f1cf-49dc-ac09-01971631f660
4b53b55f-3d7d-4824-8c78-e12ad3cee386,2,-b,suffix,2ac16013-155b-4c3e-ae90-967608a084da
4b53b55f-3d7d-4824-8c78-e12ad3cee386,3,clim,root,d816aa85-f1cf-49dc-ac09-01971631f660
4b53b55f-3d7d-4824-8c78-e12ad3cee386,4,climb,word,4b53b55f-3d7d-4824-8c78-e12ad3cee386
4b53b55f-3d7d-4824-8c78-e12ad3cee386,5,-b,suffix,2ac16013-155b-4c3e-ae90-967608a084da
29c5e590-bd90-4881-b45d-5c91388d69e7,1,climb,word,4b53b55f-3d7d-4824-8c78-e12ad3cee386
29c5e590-bd90-4881-b45d-5c91388d69e7,2,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
29c5e590-bd90-4881-b45d-5c91388d69e7,3,clim,root,d816aa85-f1cf-49dc-ac09-01971631f660
29c5e590-bd90-4881-b45d-5c91388d69e7,4,-ate,suffix,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe
